price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,feature_Power Reserve Indicator,feature_Date,feature_Perpetual Calendar,feature_Retrograde,feature_Year,feature_Day-Night Indicator,feature_Small Seconds,feature_Month,feature_Moon Phase,feature_Tourbillon,feature_Dual Time,feature_Jumping Hours
460000,Baume & Mercier,Automatic,42.0,11.766399999999962,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,2.0,Switzerland,120.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
233000,Raymond Weil,Automatic,42.0,10.9,Round,Steel,Sapphire Crystal,Others,Folding,Men,100.0,2.0,Switzerland,41.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201000,Doxa,Automatic,42.5,13.659899999999892,Round,Steel,Sapphire Crystal,Steel,Folding,Men,1200.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211000,Tissot,Automatic,45.0,13.957779999999957,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,55.872,27.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1217160,Carl F. Bucherer,Automatic,41.0,7.3,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,42.0,47.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
2300000,Girard-Perregaux,Automatic,44.0,12.2,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,2.0,Switzerland,54.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650000,Parmigiani,Automatic,40.0,11.7,Round,Gold,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,42.0,46.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
232000,Maurice Lacroix,Automatic,42.0,11.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210000,Seiko,Automatic,40.5,12.490040000000032,Round,Steel,Others,Leather,Others,Men,100.0,2.0,Japan,45.0,29.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
340000,Baume & Mercier,Automatic,40.0,11.22195200000004,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,2.0,Switzerland,83.212,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291000,Maurice Lacroix,Automatic,43.0,14.352360000000035,Round,Steel,Sapphire Crystal,Steel,Butterfly,Men,100.0,2.0,Switzerland,52.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
377900,Frederique Constant,Automatic,42.0,12.587279761904776,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,38.0,33.0,0,No Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378000,Nomos Glashutte,Automatic,38.5,8.4,Round,Steel,Sapphire Crystal,Leather,Winged Clasp,Men,50.0,2.0,Germany,43.0,27.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
412000,Doxa,Automatic,42.5,13.4,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395500,Bremont,Automatic,40.0,13.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,3.0,England,38.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
515100,TAG Heuer,Automatic,41.0,11.15,Round,Titanium,Sapphire Crystal,Nylon,Folding,Men,300.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492000,Favre Leuba,Automatic,46.0,14.765046477411511,Cushion,Steel,Sapphire Crystal,Steel,Folding,Men,500.0,5.0,Switzerland,38.0,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469700,Breitling,Automatic,42.0,14.111620000000103,Round,Steel,Sapphire Crystal,Rubber,Others,Men,200.0,5.0,Switzerland,70.0,28.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507000,Doxa,Automatic,42.5,13.4,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
559000,Corum,Automatic,32.0,9.476913333333343,Round,Steel,Sapphire Crystal,Steel,Folding,Women,50.0,2.0,Switzerland,40.0,18.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530000,Grand Seiko,Spring Drive,41.0,12.5,Round,Titanium,Sapphire Crystal,Titanium,Folding,Men,100.0,5.0,Japan,72.0,0.0,0,No Bezel,0,32768.0,No coating,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
588000,Corum,Automatic,38.0,10.608959999999996,Round,Steel,Sapphire Crystal,Steel,Folding,Women,50.0,2.0,Switzerland,42.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600000,Oris,Manual Winding,44.0,14.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,240.0,40.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
720000,Jaeger-LeCoultre,Quartz,40.1,8.52,Rectangular,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,35.345760000000105,0.0,1,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
566500,Bremont,Automatic,43.0,14.704921904761887,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,3.0,England,42.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590000,Grand Seiko,Automatic,44.2,14.4,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,5.0,Japan,55.0,37.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
672084,Carl F. Bucherer,Automatic,26.5,9.08,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Women,30.0,2.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
609500,Bremont,Automatic,43.0,16.0,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,3.0,England,42.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1020000,Corum,Automatic,45.0,14.288573333333334,Round,Bronze,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,46.40711999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1340000,Girard-Perregaux,Quartz,34.0,7.75,Octagon,Steel,Sapphire Crystal,Steel,Folding,Women,30.0,2.0,Switzerland,31.177040000000154,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1110000,Jaeger-LeCoultre,Automatic,34.0,8.640473333333334,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,30.0,1,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1360000,Jaeger-LeCoultre,Automatic,40.0,10.95,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,70.0,34.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
1700000,Girard-Perregaux,Automatic,44.0,14.053778095238053,Octagon,Titanium,Sapphire Crystal,Rubber,Others,Men,300.0,2.0,Switzerland,46.0,63.0,0,No Bezel,0,28800.0,DLC,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1590000,Jaeger-LeCoultre,Automatic,34.0,8.0,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,30.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1620000,Arnold & Son,Manual Winding,42.0,10.030500000000016,Round,Steel,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,90.0,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1790000,Hublot,Quartz,33.0,8.152350000000009,Round,Gold,Sapphire Crystal,Rubber,Others,Women,50.0,2.0,Switzerland,31.376480000000154,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2700000,Arnold & Son,Manual Winding,41.5,8.746509999999994,Round,Gold,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,90.0,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3370000,Girard-Perregaux,Automatic,30.4,9.21,Oval,Gold,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,46.0,28.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3780000,Girard-Perregaux,Quartz,34.0,7.75,Octagon,Gold,Sapphire Crystal,Gold,Folding,Women,30.0,2.0,Switzerland,31.115040000000153,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
69000,Seiko,Quartz,41.5,12.63717999999999,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Japan,41.00231999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
308000,Longines,Automatic,42.0,13.765380000000002,Round,Steel,Sapphire Crystal,Leather,Others,Men,30.0,5.0,Switzerland,54.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99700,Rado,Quartz,28.0,6.819679999999963,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,48.641920000000006,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167800,Rado,Quartz,38.5,8.937098368298347,Oval,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,68.62024000000001,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
342000,Longines,Automatic,40.0,13.563940000000036,Round,Steel,Sapphire Crystal,Steel,Others,Men,30.0,5.0,Switzerland,42.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
61000,Rado,Quartz,35.0,8.953329999999973,Oval,Steel,Sapphire Crystal,Steel,Others,Men,30.0,5.0,Switzerland,72.29424,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81400,Rado,Quartz,35.1,8.908499999999979,Oval,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,72.42367999999999,0.0,0,No Bezel,0,32768.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127200,Rado,Automatic,35.0,11.522173333333344,Oval,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,79.528,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111900,Rado,Automatic,35.0,11.522173333333344,Oval,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,79.528,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135300,Rado,Automatic,38.5,11.126746666666687,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,79.8,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147500,Rado,Quartz,38.5,12.300890000000015,Oval,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,66.78367999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
127200,Rado,Automatic,35.0,11.415873333333343,Oval,G-S Hybrid,Sapphire Crystal,Gold,Others,Men,30.0,5.0,Switzerland,79.528,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
342000,Longines,Automatic,40.0,13.494180000000062,Round,Steel,Sapphire Crystal,Leather,Others,Men,30.0,5.0,Switzerland,42.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155100,Rado,Quartz,28.0,7.266639999999983,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,49.092240000000004,0.0,0,No Bezel,0,21600.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39500,Tissot,Quartz,39.0,10.330726666666704,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,61.105359999999955,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55000,Tissot,Quartz,41.0,11.714950000000021,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,64.27159999999995,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50500,Tissot,Quartz,41.0,11.766740000000022,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,65.16479999999994,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134600,Rado,Quartz,27.0,6.872499999999966,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Women,30.0,5.0,Switzerland,49.21360000000001,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000,Seiko,Quartz,43.0,11.178316666666625,Round,Steel,Hardlex Crystal,Steel,Others,Men,100.0,2.0,Japan,36.62368000000002,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
75500,Frederique Constant,Quartz,39.0,7.858842857142851,Round,Steel,Sapphire Crystal,Leather,Others,Men,30.0,2.0,Switzerland,34.91520000000011,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66000,Frederique Constant,Quartz,28.6,6.1185599999999996,Round,Steel,Sapphire Crystal,Leather,Others,Women,30.0,2.0,Switzerland,33.245440000000166,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166200,Rado,Quartz,28.0,6.802959999999957,Round,Gold,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,49.09624000000001,0.0,0,No Bezel,0,28800.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216100,Rado,Automatic,38.0,9.95904000000002,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Men,30.0,5.0,Switzerland,78.47,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157000,Longines,Quartz,29.0,4.8101400000000005,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,31.550320000000173,0.0,0,No Bezel,0,21600.0,No coating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155100,Rado,Quartz,38.0,8.692419999999968,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,73.00511999999999,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121900,Rado,Quartz,28.0,7.289519999999977,Round,Steel,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,48.31824,0.0,0,No Bezel,0,21600.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112500,Louis Erard,Automatic,40.0,11.168800000000008,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,50.0,3.0,Switzerland,45.298,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143000,Longines,Quartz,29.0,4.8101400000000005,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,31.550320000000173,0.0,0,No Bezel,0,21600.0,No coating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000,Seiko,Quartz,45.0,12.204566666666661,Round,Steel,Sapphire Crystal,G-S Hybrid,Others,Men,100.0,2.0,Japan,40.51167999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
296352,Carl F. Bucherer,Automatic,38.0,8.75,Round,Steel,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,42.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
346000,Louis Erard,Automatic,42.0,14.0,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,3.0,Switzerland,48.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
85000,Frederique Constant,Quartz,40.0,10.19,Round,Steel,Sapphire Crystal,Leather,Tang,Men,60.0,2.0,Switzerland,37.66136000000005,13.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
